Question,Correct Answer
Total population in Montgomery County,7746
Average income in Montgomery County,73712.0
Poverty rate in Montgomery County,4.0
Unemployment rate in Montgomery County,3.6
Total population in Montgomery County,2864
Average income in Montgomery County,45603.0
Poverty rate in Montgomery County,17.3
Unemployment rate in Montgomery County,3.4
Total population in Montgomery County,5184
Average income in Montgomery County,36870.0
Poverty rate in Montgomery County,35.3
Unemployment rate in Montgomery County,8.6
Total population in Montgomery County,1709
Average income in Montgomery County,53646.0
Poverty rate in Montgomery County,20.5
Unemployment rate in Montgomery County,4.5
Total population in Montgomery County,2564
Average income in Montgomery County,62219.0
Poverty rate in Montgomery County,17.5
Unemployment rate in Montgomery County,4.4
Total population in Montgomery County,5313
Average income in Montgomery County,98257.0
Poverty rate in Montgomery County,7.1
Unemployment rate in Montgomery County,2.7
Total population in Montgomery County,1201
Average income in Montgomery County,123375.0
Poverty rate in Montgomery County,1.7
Unemployment rate in Montgomery County,1.4
Total population in Montgomery County,7912
Average income in Montgomery County,26549.0
Poverty rate in Montgomery County,45.3
Unemployment rate in Montgomery County,20.2
Total population in Montgomery County,3519
Average income in Montgomery County,83352.0
Poverty rate in Montgomery County,1.8
Unemployment rate in Montgomery County,4.1
Total population in Montgomery County,3582
Average income in Montgomery County,77546.0
Poverty rate in Montgomery County,5.3
Unemployment rate in Montgomery County,4.4
Total population in Montgomery County,4082
Average income in Montgomery County,30457.0
Poverty rate in Montgomery County,28.1
Unemployment rate in Montgomery County,6.6
Total population in Montgomery County,4877
Average income in Montgomery County,100717.0
Poverty rate in Montgomery County,2.8
Unemployment rate in Montgomery County,2.3
Total population in Montgomery County,1861
Average income in Montgomery County,123889.0
Poverty rate in Montgomery County,2.1
Unemployment rate in Montgomery County,6.0
Total population in Montgomery County,4565
Average income in Montgomery County,60441.0
Poverty rate in Montgomery County,8.9
Unemployment rate in Montgomery County,4.5
Total population in Montgomery County,1438
Average income in Montgomery County,50536.0
Poverty rate in Montgomery County,19.8
Unemployment rate in Montgomery County,5.2
Total population in Montgomery County,3900
Average income in Montgomery County,86036.0
Poverty rate in Montgomery County,8.9
Unemployment rate in Montgomery County,0.5
Total population in Montgomery County,1711
Average income in Montgomery County,75150.0
Poverty rate in Montgomery County,0.2
Unemployment rate in Montgomery County,3.5
Total population in Montgomery County,1332
Average income in Montgomery County,40565.0
Poverty rate in Montgomery County,13.7
Unemployment rate in Montgomery County,11.9
Total population in Montgomery County,2157
Average income in Montgomery County,41607.0
Poverty rate in Montgomery County,16.0
Unemployment rate in Montgomery County,13.5
Total population in Montgomery County,4608
Average income in Montgomery County,56311.0
Poverty rate in Montgomery County,21.5
Unemployment rate in Montgomery County,6.8
Total population in Montgomery County,3196
Average income in Montgomery County,20868.0
Poverty rate in Montgomery County,36.6
Unemployment rate in Montgomery County,28.5
Total population in Montgomery County,3523
Average income in Montgomery County,39253.0
Poverty rate in Montgomery County,27.4
Unemployment rate in Montgomery County,7.6
Total population in Montgomery County,2209
Average income in Montgomery County,38359.0
Poverty rate in Montgomery County,26.2
Unemployment rate in Montgomery County,10.3
Total population in Morgan County,4044
Average income in Morgan County,28000.0
Poverty rate in Morgan County,40.4
Unemployment rate in Morgan County,8.6
Total population in Morgan County,3580
Average income in Morgan County,77939.0
Poverty rate in Morgan County,9.0
Unemployment rate in Morgan County,3.1
Total population in Morgan County,2894
Average income in Morgan County,49146.0
Poverty rate in Morgan County,9.7
Unemployment rate in Morgan County,2.2
Total population in Morgan County,3978
Average income in Morgan County,40303.0
Poverty rate in Morgan County,9.5
Unemployment rate in Morgan County,2.7
Total population in Morgan County,3087
Average income in Morgan County,16494.0
Poverty rate in Morgan County,61.1
Unemployment rate in Morgan County,13.0
Total population in Morgan County,4037
Average income in Morgan County,31738.0
Poverty rate in Morgan County,38.0
Unemployment rate in Morgan County,13.6
Total population in Morgan County,2948
Average income in Morgan County,29856.0
Poverty rate in Morgan County,31.4
Unemployment rate in Morgan County,3.8
Total population in Morgan County,4921
Average income in Morgan County,28500.0
Poverty rate in Morgan County,30.6
Unemployment rate in Morgan County,4.4
Total population in Morgan County,3323
Average income in Morgan County,50958.0
Poverty rate in Morgan County,12.9
Unemployment rate in Morgan County,5.8
Total population in Morgan County,5542
Average income in Morgan County,56286.0
Poverty rate in Morgan County,12.5
Unemployment rate in Morgan County,7.3
Total population in Morgan County,990
Average income in Morgan County,51875.0
Poverty rate in Morgan County,16.3
Unemployment rate in Morgan County,5.1
Total population in Morgan County,2430
Average income in Morgan County,63485.0
Poverty rate in Morgan County,9.8
Unemployment rate in Morgan County,4.2
Total population in Morgan County,6061
Average income in Morgan County,35536.0
Poverty rate in Morgan County,22.3
Unemployment rate in Morgan County,10.3
Total population in Morgan County,4626
Average income in Morgan County,68114.0
Poverty rate in Morgan County,9.4
Unemployment rate in Morgan County,2.8
Total population in Morgan County,3879
Average income in Morgan County,58450.0
Poverty rate in Morgan County,11.9
Unemployment rate in Morgan County,5.0
Total population in Morgan County,4618
Average income in Morgan County,24613.0
Poverty rate in Morgan County,34.1
Unemployment rate in Morgan County,11.5
Total population in Morgan County,6389
Average income in Morgan County,53413.0
Poverty rate in Morgan County,8.4
Unemployment rate in Morgan County,5.2
Total population in Morgan County,8274
Average income in Morgan County,64593.0
Poverty rate in Morgan County,3.5
Unemployment rate in Morgan County,4.7
Total population in Morgan County,3794
Average income in Morgan County,68438.0
Poverty rate in Morgan County,5.0
Unemployment rate in Morgan County,3.7
Total population in Morgan County,3735
Average income in Morgan County,39851.0
Poverty rate in Morgan County,14.3
Unemployment rate in Morgan County,10.4
Total population in Morgan County,5849
Average income in Morgan County,57201.0
Poverty rate in Morgan County,9.4
Unemployment rate in Morgan County,4.3
Total population in Morgan County,5120
Average income in Morgan County,62278.0
Poverty rate in Morgan County,11.1
Unemployment rate in Morgan County,9.0
Total population in Morgan County,4519
Average income in Morgan County,48404.0
Poverty rate in Morgan County,12.0
Unemployment rate in Morgan County,10.8
Total population in Morgan County,5801
Average income in Morgan County,45313.0
Poverty rate in Morgan County,17.3
Unemployment rate in Morgan County,7.5
Total population in Morgan County,5793
Average income in Morgan County,45278.0
Poverty rate in Morgan County,12.5
Unemployment rate in Morgan County,4.7
Total population in Morgan County,2893
Average income in Morgan County,48451.0
Poverty rate in Morgan County,18.3
Unemployment rate in Morgan County,8.9
Total population in Morgan County,6032
Average income in Morgan County,50013.0
Poverty rate in Morgan County,13.4
Unemployment rate in Morgan County,4.6
Total population in Perry County,1041
Average income in Perry County,25969.0
Poverty rate in Perry County,33.9
Unemployment rate in Perry County,8.2
Total population in Perry County,5701
Average income in Perry County,25073.0
Poverty rate in Perry County,44.3
Unemployment rate in Perry County,10.4
Total population in Perry County,2938
Average income in Perry County,14693.0
Poverty rate in Perry County,40.8
Unemployment rate in Perry County,16.2
Total population in Pickens County,4951
Average income in Pickens County,42261.0
Poverty rate in Pickens County,17.4
Unemployment rate in Pickens County,13.1
Total population in Pickens County,3643
Average income in Pickens County,31538.0
Poverty rate in Pickens County,21.8
Unemployment rate in Pickens County,11.3
Total population in Pickens County,1981
Average income in Pickens County,38274.0
Poverty rate in Pickens County,21.4
Unemployment rate in Pickens County,7.5
Total population in Pickens County,4539
Average income in Pickens County,31367.0
Poverty rate in Pickens County,24.3
Unemployment rate in Pickens County,12.4
Total population in Pickens County,5056
Average income in Pickens County,33846.0
Poverty rate in Pickens County,28.6
Unemployment rate in Pickens County,13.5
Total population in Pike County,1870
Average income in Pike County,43077.0
Poverty rate in Pike County,15.5
Unemployment rate in Pike County,5.0
Total population in Pike County,1622
Average income in Pike County,39091.0
Poverty rate in Pike County,19.2
Unemployment rate in Pike County,9.6
Total population in Pike County,2693
Average income in Pike County,48068.0
Poverty rate in Pike County,13.5
Unemployment rate in Pike County,5.3
Total population in Pike County,5767
Average income in Pike County,25585.0
Poverty rate in Pike County,32.5
Unemployment rate in Pike County,7.2
Total population in Pike County,7424
Average income in Pike County,44378.0
Poverty rate in Pike County,22.6
Unemployment rate in Pike County,9.1
Total population in Pike County,6968
Average income in Pike County,22226.0
Poverty rate in Pike County,41.1
Unemployment rate in Pike County,10.7
Total population in Pike County,3146
